target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C8328,1,,,,Ic1cc2ccccc2[nH]1,CC1(C)OB(c2ccccn2)OC1(C)C,c1ccc(-c2cc3ccccc3[nH]2)nc1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C15195,1,,,,NC(=O)C1CCCNC1,Cc1ccc(B(O)O)c2cccnc12,Cc1ccc(NC(=O)C2CCCNC2)c2cccnc12,"Chan-Lam_coupling_of_amides,_sulfonamides,_and_imides",,,,,,,,,,
C51683,1,,,,ClCc1ccncc1,CN1CCC(=O)CC1,CN1CCC(=O)C(Cc2ccncc2)C1,Alpha_alkylation_of_ketone,,,,,,,,,,
C5492,1,,,,O=C(O)Cc1scnc1-c1ccccc1,CNCC1CCCNC1,CN(CC1CCCNC1)C(=O)Cc1scnc1-c1ccccc1,Amidation,,,,,,,,,,
C10523,1,,,,O=C(O)c1ccc2ccccc2n1,CCOC(=O)Cc1cnc(NC)s1,CCOC(=O)Cc1cnc(N(C)C(=O)c2ccc3ccccc3n2)s1,Amidation,,,,,,,,,,
C56798,1,,,,O=Cc1cnc(C2CCC2)s1,NCc1cccc2[nH]ccc12,c1cc(CNCc2cnc(C3CCC3)s2)c2cc[nH]c2c1,Reductive_amination,,,,,,,,,,
C48463,1,,,,O=C(O)c1ccn2ccnc2c1,Cc1ccc(CCN)cn1,Cc1ccc(CCNC(=O)c2ccn3ccnc3c2)cn1,Amidation,,,,,,,,,,
C49351,1,,,,NCC1CCCNC1,CCOC(=O)C(=O)NCCc1c[nH]c2ccccc12,O=C(NCCc1c[nH]c2ccccc12)C(=O)NCC1CCCNC1,Ester_amidation,,,,,,,,,,
C11370,1,,,,NCc1ccc(N2CCCC2)nc1,COC(=O)Cc1c[nH]c2ccccc12,O=C(Cc1c[nH]c2ccccc12)NCc1ccc(N2CCCC2)nc1,Ester_amidation,,,,,,,,,,
C52810,1,,,,CC(CN)NC(=O)Cc1cncs1,CC(C)C(C(=O)O)n1ccnc1,CC(CNC(=O)C(C(C)C)n1ccnc1)NC(=O)Cc1cncs1,Amidation,,,,,,,,,,
C9466,1,,,,CC(=O)NC(C)C1CCNCC1,CC(=Cc1cccnc1)C(=O)O,CC(=O)NC(C)C1CCN(C(=O)C(C)=Cc2cccnc2)CC1,Amidation,,,,,,,,,,
C116770,1,,,,Cn1cc(N)cn1,O=C(O)CCc1cnc2ccccc2c1,Cn1cc(NC(=O)CCc2cnc3ccccc3c2)cn1,Amidation,,,,,,,,,,
C784,1,,,,Nc1ccnc2ccccc12,CCc1ccnc(C(=O)O)c1,CCc1ccnc(C(=O)Nc2ccnc3ccccc23)c1,Amidation,,,,,,,,,,
C13867,1,,,,NCCc1ncc[nH]1,Nc1nc2ccccc2cc1C(=O)O,Nc1nc2ccccc2cc1C(=O)NCCc1ncc[nH]1,Amidation,,,,,,,,,,
C113667,1,,,,c1ccc2c(C3CCNC3)ncnc2c1,Brc1ccc(I)nc1,Brc1ccc(N2CCC(c3ncnc4ccccc34)C2)nc1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C10166,1,,,,O=C(O)c1cnn2c1CNCC2,Cn1ccnc1C(N)C(F)(F)F,Cn1ccnc1C(NC(=O)c1cnn2c1CNCC2)C(F)(F)F,Amidation,,,,,,,,,,
C111176,1,,,,c1cnc2ccc(CN3CCNCC3)cc2c1,COCC(OC)C(=O)O,COCC(OC)C(=O)N1CCN(Cc2ccc3ncccc3c2)CC1,Amidation,,,,,,,,,,
C13863,1,,,,COc1cnc2ccccc2c1C(=O)O,CNc1ncc[nH]1,COc1cnc2ccccc2c1C(=O)N(C)c1ncc[nH]1,Amidation,,,,,,,,,,
C1906,1,,,,CNc1ccc2c(c1)CNC2,O=Cc1ccccn1,CNc1ccc2c(c1)CN(Cc1ccccn1)C2,Reductive_amination,,,,,,,,,,
C2362,1,,,,c1ccc2[nH]c(NCc3nnc(-c4ccncc4)[nH]3)nc2c1,,c1cc(-c2nnc(CNC3=NC4CCCCC4N3)[nH]2)ccn1,Hydrogenation_of_benzene,,,,,,,,,,
C7126,1,,,,c1c(C2CC2)nn2c1CNCC2,CNCc1ncc[nH]1,CN(Cc1ncc[nH]1)C(=O)N1CCn2nc(C3CC3)cc2C1,Formation_of_urea_from_two_amines,,,,,,,,,,
C117950,1,,,,CC(=O)O,NCC12CC(NC(=O)CCC3CCCCO3)(CO1)C2,CC(=O)NCC12CC(NC(=O)CCC3CCCCO3)(CO1)C2,Amidation,,,,,,,,,,
C1434,1,,,,O=Cc1ccc2c(c1)CNC2,Cc1cc(N)ccn1,Cc1cc(NCc2ccc3c(c2)CNC3)ccn1,Reductive_amination,,,,,,,,,,
C5856,1,,,,NCc1ccnc(C(=O)O)c1,COCCC(N)c1cccnc1,COCCC(NC(=O)c1cc(CN)ccn1)c1cccnc1,Amidation,,,,,,,,,,
C4933,1,,,,O=C(O)Cc1cccc2cccnc12,CCOC1(CN)CCC1,CCOC1(CNC(=O)Cc2cccc3cccnc23)CCC1,Amidation,,,,,,,,,,
C5381,1,,,,Ic1nc2ccccc2[nH]1,FC(F)(F)c1csc(C2CCNCC2)n1,FC(F)(F)c1csc(C2CCN(c3nc4ccccc4[nH]3)CC2)n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C117262,1,,,,NCc1nnc2ccccn12,Clc1nccc(-c2cccnc2)n1,c1cncc(-c2ccnc(NCc3nnc4ccccn34)n2)c1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C50975,1,,,,CCOC(=O)c1cnn2c1CNCC2,Nc1ccc(N2CCNCC2)cn1,O=C(Nc1ccc(N2CCNCC2)cn1)c1cnn2c1CNCC2,Ester_amidation,,,,,,,,,,
C1728,1,,,,CC(=O)NCc1ccc2c(c1)CNC2,C=C(C(=O)O)C(C)(C)C,C=C(C(=O)N1Cc2ccc(CNC(C)=O)cc2C1)C(C)(C)C,Amidation,,,,,,,,,,
C17250,1,,,,Nc1cn2ccccc2n1,O=C(O)c1csc(-c2ncccn2)n1,O=C(Nc1cn2ccccc2n1)c1csc(-c2ncccn2)n1,Amidation,,,,,,,,,,
C113775,1,,,,CC(C)N,Cc1cc(C)c2nc(Br)sc2c1,Cc1cc(C)c2nc(NC(C)C)sc2c1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C115462,1,,,,CC(CN)n1c(O)nc2cccc(Cl)c21,COS(C)(=O)=O,CC(CN)n1c(=O)n(C)c2cccc(Cl)c21,Amine_alkylation,,,,,,,,,,
C10022,1,,,,O=C(O)c1cnc(-c2cccnc2)nc1,NCCCn1ncc2ccccc21,O=C(NCCCn1ncc2ccccc21)c1cnc(-c2cccnc2)nc1,Amidation,,,,,,,,,,
C15241,1,,,,COc1nc2ccccc2cc1Br,CC(O)C1CCCNC1,COc1nc2ccccc2cc1C(C)C1CCCNC1,Sp3-sp2_Macmillan_coupling_alcohol_and_aryl_halide,,,,,,,,,,
C14982,1,,,,O=C(O)CCN1CCNCC1,NCc1nc(-c2ccccn2)n[nH]1,O=C(CCN1CCNCC1)NCc1nc(-c2ccccn2)n[nH]1,Amidation,,,,,,,,,,
C114072,1,,,,CC(CC(=O)O)n1cccn1,CC(C)(C)CCN1CCNCC1,CC(CC(=O)N1CCN(CCC(C)(C)C)CC1)n1cccn1,Amidation,,,,,,,,,,
C5831,1,,,,Nc1cc(-c2cccnc2)ccn1,CC(CN)c1ccsc1,CC(CNC(=O)Nc1cc(-c2cccnc2)ccn1)c1ccsc1,Formation_of_urea_from_two_amines,,,,,,,,,,
C14892,1,,,,Nc1ccc2c(c1)CNC2,NC1CCCN(CCO)C1=O,O=C(Nc1ccc2c(c1)CNC2)NC1CCCN(CCO)C1=O,Formation_of_urea_from_two_amines,,,,,,,,,,
C56453,1,,,,CC(Oc1cccnc1)C(=O)NC1CCNC1,O=C(O)CCC(F)F,CC(Oc1cccnc1)C(=O)NC1CCN(C(=O)CCC(F)F)C1,Amidation,,,,,,,,,,
C55811,1,,,,Nc1cccc2ncccc12,CCSc1cccnc1C(=O)O,CCSc1cccnc1C(=O)Nc1cccc2ncccc12,Amidation,,,,,,,,,,
C16770,1,,,,O=C=Nc1ccc2scnc2c1,Cc1csc(C(C)(C)N)n1,Cc1csc(C(C)(C)NC(=O)Nc2ccc3scnc3c2)n1,Isocyanate_to_urea,,,,,,,,,,
C50645,1,,,,NC(C(=O)O)c1cscn1,Nc1ccc2ncc(Cl)n2c1,NC(C(=O)Nc1ccc2ncc(Cl)n2c1)c1cscn1,Amidation,,,,,,,,,,
C49548,1,,,,CCOC(=O)c1cnn2c1CNCC2,NCCc1nnc2ccccn12,O=C(NCCc1nnc2ccccn12)c1cnn2c1CNCC2,Ester_amidation,,,,,,,,,,
C13804,1,,,,OB(O)c1cnn(C2CCNCC2)c1,CCC(C(N)=O)c1ccccc1,CCC(C(=O)Nc1cnn(C2CCNCC2)c1)c1ccccc1,"Chan-Lam_coupling_of_amides,_sulfonamides,_and_imides",,,,,,,,,,
C9007,1,,,,O=C(O)c1ccc2[nH]cnc2c1,NCc1ccc(-n2cnc3ccccc32)nc1,O=C(NCc1ccc(-n2cnc3ccccc32)nc1)c1ccc2[nH]cnc2c1,Amidation,,,,,,,,,,
C5065,1,,,,CNCc1c[nH]cn1,CCOC(=O)CC1CCNCC1,CCOC(=O)CC1CCN(C(=O)N(C)Cc2c[nH]cn2)CC1,Formation_of_urea_from_two_amines,,,,,,,,,,
C11245,1,,,,O=C(NC1CCNCC1)c1ccnc(Cl)c1,CC1(C)OB(C2CC2)OC1(C)C,O=C(NC1CCNCC1)c1ccnc(C2CC2)c1,Sp3-sp2_Suzuki_coupling,,,,,,,,,,
C5866,1,,,,CCC(N)c1ccncc1,C[S+]([O-])c1ccc(N)nc1,CCC(NC(=O)Nc1ccc([S+](C)[O-])cn1)c1ccncc1,Formation_of_urea_from_two_amines,,,,,,,,,,
C9558,1,,,,CC(=O)NC(C)C1CCNCC1,CC(Cc1ccncc1)C(=O)O,CC(=O)NC(C)C1CCN(C(=O)C(C)Cc2ccncc2)CC1,Amidation,,,,,,,,,,
C56430,1,,,,NC1CCOCC12CCCC2,CC(Oc1cccnc1)C(=O)O,CC(Oc1cccnc1)C(=O)NC1CCOCC12CCCC2,Amidation,,,,,,,,,,
C116809,1,,,,O=C1CCC(C(=O)O)CN1,CCCCC(CN)NC(=O)c1cc[nH]n1,CCCCC(CNC(=O)C1CCC(=O)NC1)NC(=O)c1cc[nH]n1,Amidation,,,,,,,,,,
C55296,1,,,,O=C(O)C(F)F,CC(N)C1CCCCN1C(=O)c1cccc2[nH]cnc12,CC(NC(=O)C(F)F)C1CCCCN1C(=O)c1cccc2[nH]cnc12,Amidation,,,,,,,,,,
C9461,1,,,,O=C(O)Cc1cccnc1,CC(N)C1CCN(C(=O)CC#N)CC1,CC(NC(=O)Cc1cccnc1)C1CCN(C(=O)CC#N)CC1,Amidation,,,,,,,,,,
C114044,1,,,,NC(=O)c1ccc2ccccc2n1,Cn1ccnc1I,Cn1ccnc1NC(=O)c1ccc2ccccc2n1,Iodo_N-arylation,,,,,,,,,,
C114014,1,,,,CC(=O)N(C)C1CCNCC1,O=C(O)c1cccc2[nH]c(=O)[nH]c12,CC(=O)N(C)C1CCN(C(=O)c2cccc3[nH]c(=O)[nH]c23)CC1,Amidation,,,,,,,,,,
C10165,1,,,,Ic1cnn2c1CNCC2,Cn1ccnc1CCN,Cn1ccnc1CCNS(=O)(=O)c1cnn2c1CNCC2,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,,,,,,,,
C115508,1,,,,NC1CCCNC1,CC(Oc1ccc(-c2ccccc2)cc1)C(=O)O,CC(Oc1ccc(-c2ccccc2)cc1)C(=O)NC1CCCNC1,Amidation,,,,,,,,,,
C48240,1,,,,CC(=O)NCC1CCCNC1,Brc1nc2ccccc2[nH]1,CC(=O)NCC1CCCN(c2nc3ccccc3[nH]2)C1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C5694,1,,,,O=C(O)COCc1cccnc1,NC1CC(n2cccn2)C1,O=C(COCc1cccnc1)NC1CC(n2cccn2)C1,Amidation,,,,,,,,,,
C114416,1,,,,COCC(=O)NC12CC(N)(C1)C2,CC(CC(=O)O)c1cccnc1,COCC(=O)NC12CC(NC(=O)CC(C)c3cccnc3)(C1)C2,Amidation,,,,,,,,,,
C8113,1,,,,NCc1ncc[nH]1,CC(=O)NCc1ccc(C(=O)O)o1,CC(=O)NCc1ccc(C(=O)NCc2ncc[nH]2)o1,Amidation,,,,,,,,,,
C15916,1,,,,O=C(O)C(F)C1CCNCC1,NCCN1Cc2ccccc2C1,O=C(NCCN1Cc2ccccc2C1)C(F)C1CCNCC1,Amidation,,,,,,,,,,
C15347,1,,,,NCCOc1cccc2cccnc12,Cn1ccc2ccc(C(=O)O)cc21,Cn1ccc2ccc(C(=O)NCCOc3cccc4cccnc34)cc21,Amidation,,,,,,,,,,
C116358,1,,,,O=C(O)CCc1cscn1,CC(O)C(=O)NC1CC(CCN)C1,CC(O)C(=O)NC1CC(CCNC(=O)CCc2cscn2)C1,Amidation,,,,,,,,,,
C56096,1,,,,O=C(O)Cn1cccn1,Cc1c[nH]c(C(=O)NC(C)CC(C)N)n1,Cc1c[nH]c(C(=O)NC(C)CC(C)NC(=O)Cn2cccn2)n1,Amidation,,,,,,,,,,
C113525,1,,,,NCc1ccc(-n2cnc3ccccc32)nc1,O=C(O)CC1CCCC1,O=C(CC1CCCC1)NCc1ccc(-n2cnc3ccccc32)nc1,Amidation,,,,,,,,,,
C8017,1,,,,O=C(CCCF)N1CCC(CO)CC1,NCc1cccc2cccnc12,O=C(CCCF)N1CCC(CNCc2cccc3cccnc23)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C13322,1,,,,O=C(O)COc1cccnc1,CC(N)CNc1nc2ccccc2s1,CC(CNc1nc2ccccc2s1)NC(=O)COc1cccnc1,Amidation,,,,,,,,,,
C50342,1,,,,Ic1ccnc2ccccc12,CC1(C)OB(c2n[nH]cc2C(F)(F)F)OC1(C)C,FC(F)(F)c1c[nH]nc1-c1ccnc2ccccc12,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C1219,1,,,,O=C(O)CCc1cncs1,c1cc(C2NCC23CCC3)ccn1,O=C(CCc1cncs1)N1CC2(CCC2)C1c1ccncc1,Amidation,,,,,,,,,,
C12612,1,,,,CNC(C)C,CC(CN)c1csc(Br)n1,CC(CN)c1csc(N(C)C(C)C)n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C4569,1,,,,c1cnc(C2CCCN2)nc1,O=C(CCl)NCC1CCCNC1,O=C(CN1CCCC1c1ncccn1)NCC1CCCNC1,Amine_alkylation,,,,,,,,,,
C15701,1,,,,O=C(O)Cn1cccn1,CCCC(CC)C(=O)N1CCC(C(C)N)CC1,CCCC(CC)C(=O)N1CCC(C(C)NC(=O)Cn2cccn2)CC1,Amidation,,,,,,,,,,
C48454,1,,,,Nc1ccn2ccnc2c1,CCc1cnccc1C(C)N,CCc1cnccc1C(C)NC(=O)Nc1ccn2ccnc2c1,Formation_of_urea_from_two_amines,,,,,,,,,,
C56508,1,,,,Nc1csc(-c2ccncc2)n1,CC(O)(C(=O)O)C1CCOC1,CC(O)(C(=O)Nc1csc(-c2ccncc2)n1)C1CCOC1,Amidation,,,,,,,,,,
C10394,1,,,,OCc1cc2ccccc2nc1I,NCCc1cn2ccccc2n1,OCc1cc2ccccc2nc1NCCc1cn2ccccc2n1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C775,1,,,,Ic1ccc(C2CC2)nc1,CC1(C)OB(c2ccnc3ccccc23)OC1(C)C,c1ccc2c(-c3ccc(C4CC4)nc3)ccnc2c1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C111665,1,,,,O=C(CO)NC1CCN(C(=O)CSC(F)F)C1,BrCc1c[nH]cn1,O=C(NC1CCN(C(=O)CSC(F)F)C1)C(O)Cc1c[nH]cn1,Alpha_alkylation_of_ester/amide,,,,,,,,,,
C9579,1,,,,CON=CC(=O)O,c1cc(-c2csc(C3CCNCC3)n2)ccn1,CON=CC(=O)N1CCC(c2nc(-c3ccncc3)cs2)CC1,Amidation,,,,,,,,,,
C15616,1,,,,CC(CN)N1CCc2sccc2C1,O=C(O)c1cccnc1S,CC(CNC(=O)c1cccnc1S)N1CCc2sccc2C1,Amidation,,,,,,,,,,
C3289,1,,,,Nc1ccncn1,O=C(O)c1cccnc1C1CC1,O=C(Nc1ccncn1)c1cccnc1C1CC1,Amidation,,,,,,,,,,
C10474,1,,,,COc1cnc2ccccc2c1C(=O)O,CNCc1ccncc1,COc1cnc2ccccc2c1C(=O)N(C)Cc1ccncc1,Amidation,,,,,,,,,,
C9118,1,,,,Cc1cc(F)ccn1,CNC1CCCNC1,Cc1cc(N(C)C2CCCNC2)ccn1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C12342,1,,,,NCc1cncs1,CC(=O)NCc1ccc(C=O)cc1,CC(=O)NCc1ccc(CNCc2cncs2)cc1,Reductive_amination,,,,,,,,,,
C116793,1,,,,O=C1CCC(C(=O)O)CN1,CC(C)(C(=O)O)n1ccc(N)n1,CC(C)(C(=O)O)n1ccc(NC(=O)C2CCC(=O)NC2)n1,Amidation,,,,,,,,,,
C117836,1,,,,NCC1CC1,CC(CN)c1cn(CC(=O)O)nn1,CC(CN)c1cn(CC(=O)NCC2CC2)nn1,Amidation,,,,,,,,,,
C15706,1,,,,O=C(O)Cn1cccn1,CC(C)CC(=O)N1CCC(C(C)N)CC1,CC(C)CC(=O)N1CCC(C(C)NC(=O)Cn2cccn2)CC1,Amidation,,,,,,,,,,
C15858,1,,,,O=C(O)c1ccc2c(c1)CNC2,OCc1ccc2cccnc2c1,O=C(O)c1ccc2c(c1)CN(Cc1ccc3cccnc3c1)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C3506,1,,,,O=C(O)C1(c2ccccn2)CC1,CC(CCN)NCc1cscn1,CC(CCNC(=O)C1(c2ccccn2)CC1)NCc1cscn1,Amidation,,,,,,,,,,
C3693,1,,,,O=C(O)CCc1c[nH]cn1,NCc1nnc(-c2ccncc2)[nH]1,O=C(CCc1c[nH]cn1)NCc1nnc(-c2ccncc2)[nH]1,Amidation,,,,,,,,,,
C50104,1,,,,O=C(O)CC1CCC(=O)NC1,Cc1cc(C(C)N)ccn1,Cc1cc(C(C)NC(=O)CC2CCC(=O)NC2)ccn1,Amidation,,,,,,,,,,
C56396,1,,,,O=C(O)COc1cccc2cccnc12,CNC1CCN(c2ncnc3ccccc23)CC1,CN(C(=O)COc1cccc2cccnc12)C1CCN(c2ncnc3ccccc23)CC1,Amidation,,,,,,,,,,
C116066,1,,,,O=C(O)CCCn1ccnc1,NCc1nc2ccccn2c1Br,O=C(CCCn1ccnc1)NCc1nc2ccccn2c1Br,Amidation,,,,,,,,,,
C113623,1,,,,Ic1cnn2c1CNCC2,Cc1nccc(CS)n1,Cc1nccc(CSc2cnn3c2CNCC3)n1,S-nucleophilic_aromatic_substitution,,,,,,,,,,
C6213,1,,,,CC(C)Cc1nc(C(=O)O)cs1,CC(O)c1nc2ccccc2[nH]1,CC(C)Cc1nc(C(=O)OC(C)c2nc3ccccc3[nH]2)cs1,Steglich_esterification,,,,,,,,,,
C15765,1,,,,O=C(O)Cc1cn[nH]c1,CCCN(C)CC(=O)NC1CCCNC1,CCCN(C)CC(=O)NC1CCCN(C(=O)Cc2cn[nH]c2)C1,Amidation,,,,,,,,,,
C116156,1,,,,O=C(O)c1cc2c(s1)CCNC2,COCC(N)c1ccccn1,COCC(NC(=O)c1cc2c(s1)CCNC2)c1ccccn1,Amidation,,,,,,,,,,
C8033,1,,,,O=C(O)CO,CC(N)C1CCCCN1C(=O)c1cccc2cccnc12,CC(NC(=O)CO)C1CCCCN1C(=O)c1cccc2cccnc12,Amidation,,,,,,,,,,
C5838,1,,,,CNCc1ccccn1,O=C(NCCO)c1cccnc1,CN(CCNC(=O)c1cccnc1)Cc1ccccn1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C116610,1,,,,O=C1NCCCC1CCO,N#CCc1cccc2cccnc12,O=C(Cc1cccc2cccnc12)OCCC1CCCNC1=O,Pinner_reaction_(carboxylate_ester),,,,,,,,,,
C698,1,,,,O=C(O)c1cncnc1,Cc1ncsc1C(=O)NC(C)(C)CCN,Cc1ncsc1C(=O)NC(C)(C)CCNC(=O)c1cncnc1,Amidation,,,,,,,,,,
C117748,1,,,,O=C(O)CCc1cnc2ccccc2c1,CCn1cncc1CO,CCn1cncc1COC(=O)CCc1cnc2ccccc2c1,Steglich_esterification,,,,,,,,,,
C1737,1,,,,CC(=O)NCc1ccc2c(c1)CNC2,C=C(COC)C(=O)O,C=C(COC)C(=O)N1Cc2ccc(CNC(C)=O)cc2C1,Amidation,,,,,,,,,,
C115821,1,,,,CC(=O)NCC1CCCNC1,Brc1ccc2ncsc2c1,CC(=O)NCC1CCCN(S(=O)(=O)c2ccc3ncsc3c2)C1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,,,,,,,,
C5850,1,,,,COCCC(N)c1cccnc1,O=C(O)c1ncccc1Br,COCCC(NC(=O)c1ncccc1Br)c1cccnc1,Amidation,,,,,,,,,,
C51739,1,,,,c1ccc2c(C3CCNCC3)c[nH]c2c1,CC(=O)NC(C)(C(=O)O)C(C)C,CC(=O)NC(C)(C(=O)N1CCC(c2c[nH]c3ccccc23)CC1)C(C)C,Amidation,,,,,,,,,,
C15684,1,,,,CC(NC(=O)Cn1cccn1)C1CCNCC1,CCC(CO)OC,CCC(CN1CCC(C(C)NC(=O)Cn2cccn2)CC1)OC,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C4139,1,,,,CC(C)S(=O)(=O)c1ccc2nccc(Cl)c2c1,CC(=O)NCC1CNCCO1,CC(=O)NCC1CN(c2ccnc3ccc(S(=O)(=O)C(C)C)cc23)CCO1,N-nucleophilic_aromatic_substitution,,,,,,,,,,
C10191,1,,,,O=C(O)Cc1cscn1,COc1ccc2cccnc2c1CN,COc1ccc2cccnc2c1CNC(=O)Cc1cscn1,Amidation,,,,,,,,,,
C5187,1,,,,O=C(O)c1csc(-c2ncc[nH]2)n1,CCC(N)C(C)O,CCC(NC(=O)c1csc(-c2ncc[nH]2)n1)C(C)O,Amidation,,,,,,,,,,
C7475,1,,,,NCC1CCCNC1,O=C(O)Cc1nc(-c2ccccc2)cs1,O=C(Cc1nc(-c2ccccc2)cs1)NCC1CCCNC1,Amidation,,,,,,,,,,
C3291,1,,,,NCc1ccncn1,NCc1ccnc(C2CC2)c1,O=C(NCc1ccnc(C2CC2)c1)NCc1ccncn1,Formation_of_urea_from_two_amines,,,,,,,,,,
C55804,1,,,,O=C(O)c1cccc2ncccc12,CC(N)c1ccncc1,CC(NC(=O)c1cccc2ncccc12)c1ccncc1,Amidation,,,,,,,,,,
C3232,1,,,,O=S(=O)(Oc1ccccn1)C(F)(F)F,CC1(C)OB(c2cncnc2)OC1(C)C,c1ccc(-c2cncnc2)nc1,Sp2-sp2_Suzuki_coupling,,,,,,,,,,
C47682,1,,,,NCc1cn2ccccc2n1,CC(=O)N1CCC(CO)CC1,CC(=O)N1CCC(CNCc2cn3ccccc3n2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C8622,1,,,,CC(C)(N)CO,O=C(O)c1ccnc2c(C(F)(F)F)cccc12,CC(C)(CO)NC(=O)c1ccnc2c(C(F)(F)F)cccc12,Amidation,,,,,,,,,,
C14536,1,,,,CC1NCc2ccccc21,CC(C)(C(=O)O)c1cncnc1,CC1c2ccccc2CN1C(=O)C(C)(C)c1cncnc1,Amidation,,,,,,,,,,
C621,1,,,,Nc1ccccc1OCCF,CCC(=O)c1ccncc1,CCC(Nc1ccccc1OCCF)c1ccncc1,Reductive_amination,,,,,,,,,,
C14716,1,,,,CC(=O)NCC1CCCN1,O=C(O)c1cccc2[nH]ccc12,CC(=O)NCC1CCCN1C(=O)c1cccc2[nH]ccc12,Amidation,,,,,,,,,,
C4074,1,,,,NC(=O)c1cccc2cccnc12,Ic1ccc2ncccc2c1,O=C(Nc1ccc2ncccc2c1)c1cccc2cccnc12,Iodo_N-arylation,,,,,,,,,,
C2607,1,,,,O=C(O)CC1CCCS1(=O)=O,NCc1cccnc1,O=C(CC1CCCS1(=O)=O)NCc1cccnc1,Amidation,,,,,,,,,,
C13057,1,,,,O=C(O)c1ccc2nc(C(F)(F)F)cn2c1,CNc1ccccn1,CN(C(=O)c1ccc2nc(C(F)(F)F)cn2c1)c1ccccn1,Amidation,,,,,,,,,,
C10072,1,,,,O=C1CNCCN1c1ncccn1,CN(CCC(=O)O)c1ccncc1,CN(CCC(=O)N1CCN(c2ncccn2)C(=O)C1)c1ccncc1,Amidation,,,,,,,,,,
C6047,1,,,,O=C(O)CC1CCNCC1F,NCc1ncccn1,O=C(CC1CCNCC1F)NCc1ncccn1,Amidation,,,,,,,,,,
C4344,1,,,,O=C(O)c1ccn2ccnc2c1,CCOC(=O)c1csc(N)n1,CCOC(=O)c1csc(NC(=O)c2ccn3ccnc3c2)n1,Amidation,,,,,,,,,,
C15313,1,,,,NCCc1cccc2cccnc12,Cc1cccn2cc(CC(=O)O)nc12,Cc1cccn2cc(CC(=O)NCCc3cccc4cccnc34)nc12,Amidation,,,,,,,,,,
C4755,1,,,,OCc1cnn2c1CNCC2,CCCN1CCCCC1CN,CCCN1CCCCC1CNCc1cnn2c1CNCC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,,,,,,,
C13921,1,,,,O=C(O)C=Cc1c[nH]cn1,Cc1ccc2cccc(N)c2n1,Cc1ccc2cccc(NC(=O)C=Cc3c[nH]cn3)c2n1,Amidation,,,,,,,,,,
C5682,1,,,,O=C(O)CCCn1cccn1,COCC(=O)NC1C2CNCC1C2,COCC(=O)NC1C2CC1CN(C(=O)CCCn1cccn1)C2,Amidation,,,,,,,,,,
C453,1,,,,O=C(O)C=Cc1cccnc1,NCC(=O)N1CCc2sccc2C1,O=C(C=Cc1cccnc1)NCC(=O)N1CCc2sccc2C1,Amidation,,,,,,,,,,
C9337,1,,,,O=C(O)CCn1cnc2ccccc21,Cc1csc(CN)n1,Cc1csc(CNC(=O)CCn2cnc3ccccc32)n1,Amidation,,,,,,,,,,
C13206,1,,,,OCCOCCN1CCNCC1,CC(C)(C(=O)O)c1c[nH]cn1,CC(C)(C(=O)N1CCN(CCOCCO)CC1)c1c[nH]cn1,Amidation,,,,,,,,,,
C355,1,,,,c1cn(C2CCCNC2)cn1,COC(=O)COS(=O)(=O)C(F)(F)F,COC(=O)Cc1nccn1C1CCCNC1,Imidazole_C-2_alkylation,,,,,,,,,,
C3418,1,,,,O=C(O)CCc1ccncn1,Cc1cc(N)cn2ccnc12,Cc1cc(NC(=O)CCc2ccncn2)cn2ccnc12,Amidation,,,,,,,,,,
C9997,1,,,,NCCCO,Clc1cc(NCc2cccnc2)ncn1,OCCCNc1cc(NCc2cccnc2)ncn1,Buchwald-Hartwig_amination,,,,,,,,,,
C3381,1,,,,O=C(O)c1ccn2ccnc2c1,CN(C(=O)c1ccncn1)C(CN)C1CC1,CN(C(=O)c1ccncn1)C(CNC(=O)c1ccn2ccnc2c1)C1CC1,Amidation,,,,,,,,,,
