target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1
C3758,1,,,,CC(C)(C)OC(=O)N1CCCCC1c1ccn[nH]1,,c1cc(C2CCCCN2)[nH]n1,N-Boc_deprotection,,,
C119126,1,,,,CC(N)CCN1CCCC1,CC(C)Cc1nsc(Cl)n1,CC(C)Cc1nsc(NC(C)CCN2CCCC2)n1,N-nucleophilic_aromatic_substitution,,,
C59009,1,,,,OCCc1ncco1,N#CCCC1CCCCN1,N#CCCC1CCCCN1CCc1ncco1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C99744,1,,,,O=C(O)CSc1nnc2ccccn12,CC1CCNC(=O)C1N,CC1CCNC(=O)C1NC(=O)CSc1nnc2ccccn12,Amidation,,,
C45686,1,,,,O=C(O)c1cnn(C2CCCNC2)c1,CC(C)(C)C(N)CN,CC(C)(C)C(CN)NC(=O)c1cnn(C2CCCNC2)c1,Amidation,,,
C18489,1,,,,c1ccc(N2CCNCC2)nc1,O=C(O)CSc1nc2ccccc2s1,O=C(CSc1nc2ccccc2s1)N1CCN(c2ccccn2)CC1,Amidation,,,
C46019,1,,,,O=C(O)c1ccc2c(c1)CCN2,CCOC(=O)C1CCCNC1,CCOC(=O)C1CCCN(C(=O)c2ccc3c(c2)CCN3)C1,Amidation,,,
C45698,1,,,,O=C(O)CCCN1CCCCC1,Nc1cnn(CC(F)F)c1,O=C(CCCN1CCCCC1)Nc1cnn(CC(F)F)c1,Amidation,,,
C48641,1,,,,CCC(N)c1cccnc1,COCCc1ccnc(N)c1,CCC(NC(=O)Nc1cc(CCOC)ccn1)c1cccnc1,Formation_of_urea_from_two_amines,,,
C46545,1,,,,OC(CCl)CN1CCCCC1,Nc1nnc(-c2ccccn2)s1,OC(CNc1nnc(-c2ccccn2)s1)CN1CCCCC1,Amine_alkylation,,,
C45947,1,,,,c1ccc2c(c1)CCN2,CC(C)(C)OC(=O)c1csc(C2CCNCC2)n1,O=C(c1csc(C2CCNCC2)n1)N1CCc2ccccc21,Ester_amidation,,,
C97204,1,,,,O=C(O)c1cn(-c2ccccc2)cn1,NCc1ccno1,O=C(NCc1ccno1)c1cn(-c2ccccc2)cn1,Amidation,,,
C49818,1,,,,O=C(O)C1CCCNC1,O=C(O)CCN1CCCc2ccccc21,O=C(O)C1CCCN(C(=O)CCN2CCCc3ccccc32)C1,Amidation,,,
C47453,1,,,,CCC(C)NC(=O)CN1CCNCC1,OCCCN1CCCCC1,CCC(C)NC(=O)CN1CCN(CCCN2CCCCC2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C105126,1,,,,O=C1CCC(C(=O)O)CN1,CNCCc1ccc(OC)nc1,COc1ccc(CCN(C)C(=O)C2CCC(=O)NC2)cn1,Amidation,,,
C72721,1,,,,Brc1ccc2c(c1)NCC2,O=S(=O)(Cl)N1CCCC1,O=S(=O)(N1CCCC1)N1CCc2ccc(Br)cc21,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C129593,1,,,,O=C(O)CCC1CCCO1,NCC1(O)CCCc2ccccc21,O=C(CCC1CCCO1)NCC1(O)CCCc2ccccc21,Amidation,,,
C50762,1,,,,CC(=O)NC(C)C1CCNCC1,Clc1nccc(N2CCCC2)n1,CC(=O)NC(C)C1CCN(c2nccc(N3CCCC3)n2)CC1,N-nucleophilic_aromatic_substitution,,,
C66538,1,,,,CCNC(=O)N1CCC(C(=O)O)CC1,CC(N)c1cn[nH]c1,CCNC(=O)N1CCC(C(=O)NC(C)c2cn[nH]c2)CC1,Amidation,,,
C50711,1,,,,c1ccc2sc(C3CCCNC3)nc2c1,Brc1cncc2ncnn12,c1ccc2sc(C3CCCN(c4cncc5ncnn45)C3)nc2c1,N-nucleophilic_aromatic_substitution,,,
C51543,1,,,,c1cc(C2CCNCC2)n[nH]1,O=C(O)CC1=CCCC1,O=C(CC1=CCCC1)N1CCC(c2ccn[nH]2)CC1,Amidation,,,
C69262,1,,,,O=C(O)c1cnc(-c2ncccn2)s1,NCC(=O)N1CCc2ccccc21,O=C(NCC(=O)N1CCc2ccccc21)c1cnc(-c2ncccn2)s1,Amidation,,,
C107313,1,,,,O=C(O)c1cnc(C2CCNCC2)nc1,NC(CO)c1nc[nH]n1,O=C(NC(CO)c1nc[nH]n1)c1cnc(C2CCNCC2)nc1,Amidation,,,
C46497,1,,,,CS(=O)(=O)OC1CCCNC1,CNc1ccncc1,CN(c1ccncc1)C1CCCNC1,Amine_alkylation,,,
C48665,1,,,,c1cncc(C2NCC23CCC3)c1,O=C(O)CCc1ccncc1,O=C(CCc1ccncc1)N1CC2(CCC2)C1c1cccnc1,Amidation,,,
C47627,1,,,,O=C(O)CC1CCNCC1,CC(N)C1CCN(CC(F)(F)F)CC1,CC(NC(=O)CC1CCNCC1)C1CCN(CC(F)(F)F)CC1,Amidation,,,
C55679,1,,,,O=C(O)CC(C(F)F)n1ccnc1,CCOC(=O)NC1CCCNC1,CCOC(=O)NC1CCCN(C(=O)CC(C(F)F)n2ccnc2)C1,Amidation,,,
C76428,1,,,,NCCN1CCCC1=O,CC1(C(=O)O)CCCS1(=O)=O,CC1(C(=O)NCCN2CCCC2=O)CCCS1(=O)=O,Amidation,,,
C8070,1,,,,CCNCc1ccccn1,CC(C)CCCCC(=O)O,CCN(Cc1ccccn1)C(=O)CCCCC(C)C,Amidation,,,
C11207,1,,,,CNc1ccncc1,CC(Cl)C(=O)O,CC(Cl)C(=O)N(C)c1ccncc1,Amidation,,,
C29671,1,,,,Cc1cccc2sc(N)nc12,COC(=O)C(C#N)C1CCNCC1,Cc1cccc2sc(NC(=O)C(C#N)C3CCNCC3)nc12,Ester_amidation,,,
C66955,1,,,,Sc1ncc[nH]1,O=C(O)c1nccc(Cl)n1,O=C(O)c1nccc(Sc2ncc[nH]2)n1,S-nucleophilic_aromatic_substitution,,,
C131861,1,,,,OB(O)c1cccc2[nH]ncc12,Ic1cnn(C2CCCCO2)c1,c1cc(-c2cnn(C3CCCCO3)c2)c2cn[nH]c2c1,Sp2-sp2_Suzuki_coupling,,,
C7634,1,,,,NC1CC=CC1,CCCS(=O)(=O)Cl,CCCS(=O)(=O)NC1CC=CC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C1120,1,,,,O=C(O)COC1CNC1,NCCN1CCCc2ccccc21,O=C(COC1CNC1)NCCN1CCCc2ccccc21,Amidation,,,
C686,1,,,,CC=O,OB(O)c1cccc2[nH]ncc12,CC(NCC(n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,Petasis-borono_Mannich_reaction,,,NCC(n1cccn1)C(F)(F)F
C29678,1,,,,COC(=O)C(C#N)C1CCNCC1,Cc1n[nH]c2ncc(N)cc12,Cc1n[nH]c2ncc(NC(=O)C(C#N)C3CCNCC3)cc12,Ester_amidation,,,
C27712,1,,,,O=C(O)C=C1CCSCC1,Brc1cncc(NCc2ncc[nH]2)c1,O=C(C=C1CCSCC1)N(Cc1ncc[nH]1)c1cncc(Br)c1,Amidation,,,
C13816,1,,,,NC1CNCCc2ccccc21,CCC(=O)N1CCC(C(=O)O)C1,CCC(=O)N1CCC(C(=O)NC2CNCCc3ccccc32)C1,Amidation,,,
C29694,1,,,,COC(=O)C(C#N)C1CCNCC1,Cc1ccc(N)cn1,Cc1ccc(NC(=O)C(C#N)C2CCNCC2)cn1,Ester_amidation,,,
C41442,1,,,,O=C1CCC(C(=O)O)=NN1,NCc1ccc(N2CCCC2)nc1,O=C1CCC(C(=O)NCc2ccc(N3CCCC3)nc2)=NN1,Amidation,,,
C6060,1,,,,O=C(O)C1Cc2ccccc2N1,Nc1ncc(C2CCCCN2)cn1,O=C(Nc1ncc(C2CCCCN2)cn1)C1Cc2ccccc2N1,Amidation,,,
C7599,1,,,,CCCI,NC1CCC(=O)NC1C1CCNCC1,CCCS(=O)(=O)NC1CCC(=O)NC1C1CCNCC1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,
C8470,1,,,,O=C1Cc2c(C(=O)O)ccnc2N1,COCCN1CCC(N)CC1,COCCN1CCC(NC(=O)c2ccnc3c2CC(=O)N3)CC1,Amidation,,,
C8912,1,,,,Oc1ccc2c(c1)CCCN2,CC1(CO)CCCCN1,CC1(COc2ccc3c(c2)CCCN3)CCCCN1,Mitsunobu_aryl_ether_synthesis,,,
C14093,1,,,,CC1(C)OB(C2CCCCC(=O)C2)OC1(C)C,Brc1ccncc1,O=C1CCCCC(c2ccncc2)C1,Sp3-sp2_Suzuki_coupling,,,
C18032,1,,,,O=C(O)c1ccc2[nH]ncc2c1,NCc1cnc[nH]1,O=C(NCc1cnc[nH]1)c1ccc2[nH]ncc2c1,Amidation,,,
C6013,1,,,,CC(S)C(=O)O,C1=CCNCC1,CC(S)C(=O)N1CC=CCC1,Amidation,,,
C2609,1,,,,CC(C)(C)OC(=O)N1CC(C2CCCNC2)C1,,C1CNCC(C2CNC2)C1,N-Boc_deprotection,,,
C6170,1,,,,CCC(C)NC(=O)CN1CCNCC1,O=C(O)C1CCNCC1,CCC(C)NC(=O)CN1CCN(C(=O)C2CCNCC2)CC1,Amidation,,,
C43497,1,,,,O=C1CCC(c2ccc(Br)cc2)N1,CC1(C)OB(c2ccc3c(c2)CCCN3)OC1(C)C,O=C1CCC(c2ccc(-c3ccc4c(c3)CCCN4)cc2)N1,Sp2-sp2_Suzuki_coupling,,,
C137292,1,,,,NCc1ccc2c(c1)OCO2,O=C(O)c1ccc(N2CCOC2=O)cc1,O=C(NCc1ccc2c(c1)OCO2)c1ccc(N2CCOC2=O)cc1,Amidation,,,
C6528,1,,,,Ic1cocn1,CC1(C)OB(C2CCNC2)OC1(C)C,c1nc(C2CCNC2)co1,Sp3-sp2_Suzuki_coupling,,,
C4708,1,,,,CCC(=O)O,C=C1CCNC1,C=C1CCN(C(=O)CC)C1,Amidation,,,
C16607,1,,,,O=C(O)c1cc(-c2ccncc2)on1,CNC1CCCSC1,CN(C(=O)c1cc(-c2ccncc2)on1)C1CCCSC1,Amidation,,,
C137594,1,,,,O=C(O)Cc1noc2ccccc12,CCOc1ccc2nc(N)sc2c1,CCOc1ccc2nc(NC(=O)Cc3noc4ccccc34)sc2c1,Amidation,,,
C7166,1,,,,CC(CC(=O)O)C(F)(F)F,NC1CCN(C(=O)C2CCCC2)C1,CC(CC(=O)NC1CCN(C(=O)C2CCCC2)C1)C(F)(F)F,Amidation,,,
C25407,1,,,,CNCc1ncon1,CCCS(=O)(=O)Nc1cccc(C(=O)O)c1,CCCS(=O)(=O)Nc1cccc(C(=O)N(C)Cc2ncon2)c1,Amidation,,,
C6688,1,,,,NCC(=O)N1CCCCC1,CC(C)CC(N)C(C)(C)C,CC(C)CC(NC(=O)NCC(=O)N1CCCCC1)C(C)(C)C,Formation_of_urea_from_two_amines,,,
C4801,1,,,,c1cn[nH]c1,BrC1C=CCCC1,C1=CC(n2cccn2)CCC1,Amine_alkylation,,,
C15058,1,,,,OCc1ccccn1,CN(CC#N)C(=O)Cl,CN(CC#N)C(=O)OCc1ccccn1,Ester_Schotten-Baumann,,,
C6003,1,,,,CC(S)C(=O)O,C=C1CCNCC1,C=C1CCN(C(=O)C(C)S)CC1,Amidation,,,
C4120,1,,,,c1c[nH]c(C2CCCCN2)n1,O=C1CC(C(=O)O)CC(=O)N1,O=C1CC(C(=O)N2CCCCC2c2ncc[nH]2)CC(=O)N1,Amidation,,,
C733,1,,,,Ic1ccccn1,C1CC2CC2CN1,c1ccc(N2CCC3CC3C2)nc1,N-nucleophilic_aromatic_substitution,,,
C8861,1,,,,O=C(O)CC1CCCc2ccccc21,CC(N)C1CCN(C)CC1,CC(NC(=O)CC1CCCc2ccccc21)C1CCN(C)CC1,Amidation,,,
C20719,1,,,,Nc1nnc(-c2ccccn2)s1,O=Cc1ccc2cccnc2c1,c1ccc(-c2nnc(NCc3ccc4cccnc4c3)s2)nc1,Reductive_amination,,,
C92303,1,,,,CCNC(=O)C(C)N,CCN(CC)C(=O)c1ccc(C(=O)O)cc1,CCNC(=O)C(C)NC(=O)c1ccc(C(=O)N(CC)CC)cc1,Amidation,,,
C2911,1,,,,CC(=O)NC(C)C1CCNCC1,NCC12CC(CO1)C2,CC(=O)NC(C)C1CCN(C(=O)NCC23CC(CO2)C3)CC1,Formation_of_urea_from_two_amines,,,
C1786,1,,,,CC1(C)OB(C2CCNCC2)OC1(C)C,Ic1cncs1,c1ncc(C2CCNCC2)s1,Sp3-sp2_Suzuki_coupling,,,
C8041,1,,,,O=C(O)C(F)(F)c1ccncc1,CC(N)CC(F)(F)F,CC(CC(F)(F)F)NC(=O)C(F)(F)c1ccncc1,Amidation,,,
C12499,1,,,,c1cc(C2CCCNC2)ccn1,O=C(O)c1cccc2c1CCCN2,O=C(c1cccc2c1CCCN2)N1CCCC(c2ccncc2)C1,Amidation,,,
C137590,1,,,,c1ccc2sc(C3COCCN3)nc2c1,O=C(O)Cc1nsc2ccccc12,O=C(Cc1nsc2ccccc12)N1CCOCC1c1nc2ccccc2s1,Amidation,,,
C717,1,,,,OB(O)c1ccccn1,C=C1CCCNC1,C=C1CCCN(c2ccccn2)C1,Chan-Lam_coupling_(amination),,,
C39011,1,,,,O=Cc1cnc[nH]1,Cc1cccc(=O)n1CCCCN,Cc1cccc(=O)n1CCCCNCc1cnc[nH]1,Reductive_amination,,,
C5967,1,,,,CC(Sc1ccc(Cl)cc1)C(=O)O,C1CNCCNC1,CC(Sc1ccc(Cl)cc1)C(=O)N1CCCNCC1,Amidation,,,
C6187,1,,,,O=C(CCO)N1CCNCC1,CC(C)(C)CCN1CCNCC1,CC(C)(C)CCN1CCN(CCC(=O)N2CCNCC2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C10379,1,,,,Nc1ccc2nnc(C3CCC3)n2c1,CC(C(=O)O)n1cccc1,CC(C(=O)Nc1ccc2nnc(C3CCC3)n2c1)n1cccc1,Amidation,,,
C82633,1,,,,NCc1cncs1,N#CCS(=O)(=O)Cl,N#CCS(=O)(=O)NCc1cncs1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C4764,1,,,,CC(C)(C)OC(=O)N1CCC1c1cc[nH]n1,,c1cc(C2CCN2)n[nH]1,N-Boc_deprotection,,,
C7520,1,,,,NC1CCNCC1,CCCC(C(=O)O)C(C)C,CCCC(C(=O)NC1CCNCC1)C(C)C,Amidation,,,
C2124,1,,,,CCOC(=O)NC1CCCNC1,O=C(O)CCc1c[nH]cn1,CCOC(=O)NC1CCCN(C(=O)CCc2c[nH]cn2)C1,Amidation,,,
C1169,1,,,,C1CCCNCCC1,Ic1cccc2c1NCCC2,c1cc2c(c(N3CCCCCCC3)c1)NCCC2,Buchwald-Hartwig_amination,,,
C21091,1,,,,c1n[nH]cc1C1CCCN1,O=C(O)C1CCC(=C(F)F)CC1,O=C(C1CCC(=C(F)F)CC1)N1CCCC1c1cn[nH]c1,Amidation,,,
C8920,1,,,,NCC1CCCNC1,NCc1ccc2c(c1)CCCN2,O=C(NCc1ccc2c(c1)CCCN2)NCC1CCCNC1,Formation_of_urea_from_two_amines,,,
C18492,1,,,,NCCC(=O)N1CCN(c2ccccn2)CC1,Brc1nc2ccccc2s1,O=C(CCNc1nc2ccccc2s1)N1CCN(c2ccccn2)CC1,N-nucleophilic_aromatic_substitution,,,
C5654,1,,,,CC(C)C(N)C1CCC1,CC(=O)c1cccc2cn[nH]c12,CC(NC(C(C)C)C1CCC1)c1cccc2cn[nH]c12,Reductive_amination,,,
C22202,1,,,,CC(N)c1cnccn1,C1CC2CNCC12,CC(NC(=O)N1CC2CCC2C1)c1cnccn1,Formation_of_urea_from_two_amines,,,
C129989,1,,,,Nc1cn2cccnc2n1,CCn1cccc(CN)c1=O,CCn1cccc(CNC(=O)Nc2cn3cccnc3n2)c1=O,Formation_of_urea_from_two_amines,,,
C10831,1,,,,O=C(O)CCC1CC1,CC(=O)NCCC1CCCNC1,CC(=O)NCCC1CCCN(C(=O)CCC2CC2)C1,Amidation,,,
C1391,1,,,,CCCCNCCCC,CC(CC(=O)O)C1CCCNC1,CCCCN(CCCC)C(=O)CC(C)C1CCCNC1,Amidation,,,
C9079,1,,,,NCc1cccc2c1OCO2,CCCC(C)CC(=O)O,CCCC(C)CC(=O)NCc1cccc2c1OCO2,Amidation,,,
C4820,1,,,,O=C(O)COC1CCCC1,CC(C)(C(=O)O)n1cc(N)cn1,CC(C)(C(=O)O)n1cc(NC(=O)COC2CCCC2)cn1,Amidation,,,
C15053,1,,,,CCC=O,OB(O)c1ccncc1,CCC(NS(=O)(=O)CCCCCC(=O)OC)c1ccncc1,Petasis-borono_Mannich_reaction,,,COC(=O)CCCCCS(N)(=O)=O
C15036,1,,,,O=S(=O)(Cl)c1cccnc1,N#CCCN,N#CCCNS(=O)(=O)c1cccnc1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C7185,1,,,,CC(CC(=O)O)C(F)(F)F,Nc1cc(Br)ccc1N1CCCC1,CC(CC(=O)Nc1cc(Br)ccc1N1CCCC1)C(F)(F)F,Amidation,,,
C8165,1,,,,O=C(O)C(F)C1CCNCC1,CCCCC(CC)CN,CCCCC(CC)CNC(=O)C(F)C1CCNCC1,Amidation,,,
C27907,1,,,,O=C(O)c1ccc2c(c1)CCCCN2,C#CC1CCCN1,C#CC1CCCN1C(=O)c1ccc2c(c1)CCCCN2,Amidation,,,
C10333,1,,,,O=C(O)CC1CCCCN1,CC(C)C(N)c1nnc2ccccn12,CC(C)C(NC(=O)CC1CCCCN1)c1nnc2ccccn12,Amidation,,,
C87026,1,,,,O=C(O)c1cnc2cccnn12,CNCC1CCC(=O)N1,CN(CC1CCC(=O)N1)C(=O)c1cnc2cccnn12,Amidation,,,
C20947,1,,,,NCC1CCC(=O)N1,CCC(Cl)C(=O)O,CCC(Cl)C(=O)NCC1CCC(=O)N1,Amidation,,,
C7605,1,,,,CCCS(=O)(=O)NC1CCNCC1,O=C(O)CCC1CCCN1,CCCS(=O)(=O)NC1CCN(C(=O)CCC2CCCN2)CC1,Amidation,,,
C13612,1,,,,CC(Sc1ccccn1)C(=O)O,C1COCC2(CC2)CN1,CC(Sc1ccccn1)C(=O)N1CCOCC2(CC2)C1,Amidation,,,
C24648,1,,,,Nc1cccc2cn[nH]c12,NCc1nc[nH]c1C(=O)O,NCc1nc[nH]c1C(=O)Nc1cccc2cn[nH]c12,Amidation,,,
C6282,1,,,,Ic1ccccn1,CC1(C)OB(C2=CCCNC2)OC1(C)C,C1=C(c2ccccn2)CNCC1,Sp2-sp2_Suzuki_coupling,,,
C3842,1,,,,O=C(O)CNC(=O)C1CCCN1,Nc1cnc2cccnn12,O=C(CNC(=O)C1CCCN1)Nc1cnc2cccnn12,Amidation,,,
C7673,1,,,,CCCS(=O)(=O)Cl,NC12CCC(CC1)C2,CCCS(=O)(=O)NC12CCC(CC1)C2,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C1318,1,,,,NOC1CCCC1,CC(C(=O)O)C1CNC1,CC(C(=O)NOC1CCCC1)C1CNC1,Amidation,,,
C9910,1,,,,CC(CC(=O)O)C(F)(F)C(F)(F)F,CC(C)(N)CCN1CCCC1,CC(CC(=O)NC(C)(C)CCN1CCCC1)C(F)(F)C(F)(F)F,Amidation,,,
C88601,1,,,,NCc1ncccn1,CC(=O)c1cnc2ccsc2c1,CC(NCc1ncccn1)c1cnc2ccsc2c1,Reductive_amination,,,
C6181,1,,,,CCC(C)NC(=O)CN1CCNCC1,NC1CCNCC1,CCC(C)NC(=O)CN1CCN(C(=O)NC2CCNCC2)CC1,Formation_of_urea_from_two_amines,,,
C38623,1,,,,CNC1CCC(=O)NC1,CC(C)(C)CC(C)(C)C(=O)O,CN(C(=O)C(C)(C)CC(C)(C)C)C1CCC(=O)NC1,Amidation,,,
C5358,1,,,,COC(C(=O)O)C1CCNCC1,CC(C)S(=O)(=O)C1CCNC1,COC(C(=O)N1CCC(S(=O)(=O)C(C)C)C1)C1CCNCC1,Amidation,,,
C8052,1,,,,O=C(O)c1ccccn1,CC(C)(C)CC(N)C(F)(F)F,CC(C)(C)CC(NC(=O)c1ccccn1)C(F)(F)F,Amidation,,,
C8468,1,,,,O=C1Cc2c(C(=O)O)ccnc2N1,COCCN1CCC(CN)CC1,COCCN1CCC(CNC(=O)c2ccnc3c2CC(=O)N3)CC1,Amidation,,,
C8923,1,,,,O=C(O)c1ccc2c(c1)CCCCN2,CCSCC1CCNCC1,CCSCC1CCN(C(=O)c2ccc3c(c2)CCCCN3)CC1,Amidation,,,
C28778,1,,,,c1ccc2c(C3CCNCC3)c[nH]c2c1,CC(=O)NC(C)(C(=O)O)C(C)C,CC(=O)NC(C)(C(=O)N1CCC(c2c[nH]c3ccccc23)CC1)C(C)C,Amidation,,,
C533,1,,,,C1CC(N2CCNCC2)C1,O=C(O)Cc1ccc2ncsc2c1,O=C(Cc1ccc2ncsc2c1)N1CCN(C2CCC2)CC1,Amidation,,,
