target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1
C58671,1,,,,CC1(C)OB(CCCN)OC1(C)C,Brc1cc2cccnc2s1,NCCCc1cc2cccnc2s1,Sp3-sp2_Suzuki_coupling,,,
C64798,1,,,,O=C(O)c1cccc2cc[nH]c12,CC(N)(CO)Cc1ccc(F)cc1,CC(CO)(Cc1ccc(F)cc1)NC(=O)c1cccc2cc[nH]c12,Amidation,,,
C60616,1,,,,Ic1cc[nH]n1,CC1(C)OB(C2CCCNCC2)OC1(C)C,c1cc(C2CCCNCC2)n[nH]1,Sp3-sp2_Suzuki_coupling,,,
C57216,1,,,,CNCc1c[nH]cn1,NS(=O)(=O)c1cnn2c1CNCC2,CN(Cc1c[nH]cn1)C(=O)N1CCn2ncc(S(N)(=O)=O)c2C1,Formation_of_urea_from_two_amines,,,
C63904,1,,,,Ic1ccncn1,CC1(C)OB(C2=CCNC2)OC1(C)C,C1=C(c2ccncn2)CNC1,Sp2-sp2_Suzuki_coupling,,,
C68640,1,,,,O=C(O)c1ccns1,CC(N)(CO)Cc1ccc(Br)cc1,CC(CO)(Cc1ccc(Br)cc1)NC(=O)c1ccns1,Amidation,,,
C70364,1,,,,Nc1cc[nH]n1,ClCCCCCl,O=S(=O)(CCCCCl)Nc1cc[nH]n1,Formation_of_sulfonamide_from_halide_-_Shavnya_reaction,,,
C64147,1,,,,NCc1csc2nccn12,Cc1nc(CC(=O)O)c[nH]1,Cc1nc(CC(=O)NCc2csc3nccn23)c[nH]1,Amidation,,,
C65040,1,,,,O=C(O)Cn1c(=O)[nH]c2ccccc21,CC(CN)CO,CC(CO)CNC(=O)Cn1c(=O)[nH]c2ccccc21,Amidation,,,
C64818,1,,,,O=C(O)c1cccc2[nH]ncc12,Nc1nc(C2CCC2)cs1,O=C(Nc1nc(C2CCC2)cs1)c1cccc2[nH]ncc12,Amidation,,,
C58201,1,,,,O=C(O)C1CCCCN1,CCC(C)(C)CN,CCC(C)(C)CNC(=O)C1CCCCN1,Amidation,,,
C59808,1,,,,c1cncc(C2CCCCN2)c1,,[O-][n+]1cccc(C2CCCCN2)c1,N-oxide_formation,,,
C67777,1,,,,O=C(O)c1ccc2n[nH]c(=O)n2c1,CC(N)c1ccncc1Cl,CC(NC(=O)c1ccc2n[nH]c(=O)n2c1)c1ccncc1Cl,Amidation,,,
C63027,1,,,,OB(O)c1ccncc1,COCC(N)COC,COCC(COC)Nc1ccncc1,Chan-Lam_coupling_(amination),,,
C65217,1,,,,OC1CCCNC1,CC(O)C(=O)N(C)C,CC(OC1CCCNC1)C(=O)N(C)C,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C60166,1,,,,OCCCC1CNC1,O=C(Nc1ccc2c(c1)CNC2)C(F)(F)F,O=C(Nc1ccc2c(c1)CN(CCCC1CNC1)C2)C(F)(F)F,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C66477,1,,,,NCc1ccncn1,O=C(O)c1nccc2c1CNCC2,O=C(NCc1ccncn1)c1nccc2c1CNCC2,Amidation,,,
C68732,1,,,,O=C(O)c1cn2ccnc2s1,CCSc1ccc(N)cn1,CCSc1ccc(NC(=O)c2cn3ccnc3s2)cn1,Amidation,,,
C3469,1,,,,Nc1ccc2[nH]c(=O)[nH]c2c1,CC(C)Cc1ccc(C=O)cn1,CC(C)Cc1ccc(CNc2ccc3[nH]c(=O)[nH]c3c2)cn1,Reductive_amination,,,
C66556,1,,,,CC(CN)n1cccn1,OCCNc1nc(Cl)nc2ccccc12,CC(CNc1nc(NCCO)c2ccccc2n1)n1cccn1,N-nucleophilic_aromatic_substitution,,,
C69166,1,,,,c1cnc(N2CCNCC2)nc1,O=C(O)Cc1csc2nccn12,O=C(Cc1csc2nccn12)N1CCN(c2ncccn2)CC1,Amidation,,,
C13296,1,,,,c1cncc(C2CNCCN2)c1,O=C(O)c1ccc2ncsc2c1,O=C(c1ccc2ncsc2c1)N1CCNC(c2cccnc2)C1,Amidation,,,
C60302,1,,,,CCC(C#N)C(=O)O,CC(N)c1nnc2ccccn12,CCC(C#N)C(=O)NC(C)c1nnc2ccccn12,Amidation,,,
C60723,1,,,,COCC(=O)O,Nc1cncc2c1CCCC2,COCC(=O)Nc1cncc2c1CCCC2,Amidation,,,
C6489,1,,,,O=C(O)CCn1ccnc1,CNC(c1ccccc1)c1ncc[nH]1,CN(C(=O)CCn1ccnc1)C(c1ccccc1)c1ncc[nH]1,Amidation,,,
C61450,1,,,,N#CCN,O=C1Cc2cc(B(O)O)ccc2N1,N#CCNc1ccc2c(c1)CC(=O)N2,Chan-Lam_coupling_(amination),,,
C65268,1,,,,CCC(C)N,Brc1ccc2ccccc2n1,CCC(C)Nc1ccc2ccccc2n1,N-nucleophilic_aromatic_substitution,,,
C15448,1,,,,OCc1cccc2ncccc12,O=C(O)c1cccc2c1CNC2,O=C(O)c1cccc2c1CN(Cc1cccc3ncccc13)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C68073,1,,,,Nc1cccc2[nH]c(=O)[nH]c12,Cn1cncc1CCC(=O)O,Cn1cncc1CCC(=O)Nc1cccc2[nH]c(=O)[nH]c12,Amidation,,,
C76716,1,,,,Cc1cccc(Br)c1,C=CB1OC(C)(C)C(C)(C)O1,C=Cc1cccc(C)c1,Sp2-sp2_Suzuki_coupling,,,
C61273,1,,,,CC(N)Cc1cnccn1,CC(C)(O)c1ccc(Br)nn1,CC(Cc1cnccn1)Nc1ccc(C(C)(C)O)nn1,Buchwald-Hartwig_amination,,,
C59569,1,,,,c1ccc2c(c1)CNC2,O=C(O)c1ccn2c(=O)[nH]nc2c1,O=C(c1ccn2c(=O)[nH]nc2c1)N1Cc2ccccc2C1,Amidation,,,
C66681,1,,,,CC(O)C(N)=O,OC1CCCCNC1,CC(OC1CCCCNC1)C(N)=O,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C68443,1,,,,O=C(O)c1ccc2nc(C(F)(F)F)cn2c1,NCc1ccco1,O=C(NCc1ccco1)c1ccc2nc(C(F)(F)F)cn2c1,Amidation,,,
C10365,1,,,,O=C(O)c1cn2ccccc2n1,COc1cc(N)c2ccccc2n1,COc1cc(NC(=O)c2cn3ccccc3n2)c2ccccc2n1,Amidation,,,
C60806,1,,,,O=C(O)c1nnn2ccccc12,Cn1cnc2cc(CN)ccc21,Cn1cnc2cc(CNC(=O)c3nnn4ccccc34)ccc21,Amidation,,,
C74983,1,,,,OC1CCCN2CCCC12,CCNC,CCN(C)C1CCCN2CCCC12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C59027,1,,,,CC1(C)OB(c2ccns2)OC1(C)C,Cc1cc(Br)cc2[nH]c(Cl)nc12,Cc1cc(Br)cc2[nH]c(-c3ccns3)nc12,Sp2-sp2_Suzuki_coupling,,,
C58592,1,,,,OCc1cccc2c1CCNC2,OCCCNCc1ccccn1,OCCCN(Cc1ccccn1)Cc1cccc2c1CCNC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C63711,1,,,,Oc1cnn2c1CNCC2,O=C(O)c1nccc2occc12,O=C(c1nccc2occc12)N1CCn2ncc(O)c2C1,Amidation,,,
C76707,1,,,,Cc1cc(N)cc(Br)c1,C=CB1OC(C)(C)C(C)(C)O1,C=Cc1cc(C)cc(N)c1,Sp2-sp2_Suzuki_coupling,,,
C62980,1,,,,Nc1ccccn1,CCCC(OCC)C(=O)O,CCCC(OCC)C(=O)Nc1ccccn1,Amidation,,,
C49245,1,,,,CC(Oc1ccccn1)C(=O)O,Nc1cnc2ccsc2c1,CC(Oc1ccccn1)C(=O)Nc1cnc2ccsc2c1,Amidation,,,
C9697,1,,,,c1nc(C2CCNCC2)c[nH]1,CC(C)(C(=O)O)c1c[nH]cn1,CC(C)(C(=O)N1CCC(c2c[nH]cn2)CC1)c1c[nH]cn1,Amidation,,,
C67775,1,,,,Nc1ccc2cn[nH]c2n1,CC(C(=O)O)c1cncc(F)c1,CC(C(=O)Nc1ccc2cn[nH]c2n1)c1cncc(F)c1,Amidation,,,
C7563,1,,,,Brc1ncnc2ccccc12,c1csc(C2CNCCO2)n1,c1ccc2c(N3CCOC(c4nccs4)C3)ncnc2c1,N-nucleophilic_aromatic_substitution,,,
C58017,1,,,,OCCOC1CNC1,O=C(O)CNc1nc2ccccc2s1,O=C(CNc1nc2ccccc2s1)N1CC(OCCO)C1,Amidation,,,
C66459,1,,,,c1cnc(C2CCCCN2)nc1,O=C(O)c1ccnc2c1CNC2,O=C(c1ccnc2c1CNC2)N1CCCCC1c1ncccn1,Amidation,,,
C64544,1,,,,NCc1cnc2sccn12,Cc1nc2ccccc2cc1C(=O)O,Cc1nc2ccccc2cc1C(=O)NCc1cnc2sccn12,Amidation,,,
C2807,1,,,,NC(Cc1c[nH]cn1)C(=O)O,Cc1ccc2c(c1)CNC2,Cc1ccc2c(c1)CN(C(=O)C(N)Cc1c[nH]cn1)C2,Amidation,,,
C110920,1,,,,CCC(N)c1ncc[nH]1,CSC(C)CCC(=O)O,CCC(NC(=O)CCC(C)SC)c1ncc[nH]1,Amidation,,,
C107826,1,,,,Brc1ncnc2ccccc12,CC(CN)C(C)(C)C,CC(CNc1ncnc2ccccc12)C(C)(C)C,N-nucleophilic_aromatic_substitution,,,
C62013,1,,,,Cc1cc2n(n1)CCNC2,O=C(O)c1cccn2nncc12,Cc1cc2n(n1)CCN(C(=O)c1cccn3nncc13)C2,Amidation,,,
C62098,1,,,,CCOCCCN=C=O,CC(N)C(=O)N1Cc2ccccc2C1,CCOCCCNC(=O)NC(C)C(=O)N1Cc2ccccc2C1,Isocyanate_to_urea,,,
C112745,1,,,,O=C(O)c1ccc2ccccc2n1,CNc1nc2cccc(Cl)c2s1,CN(C(=O)c1ccc2ccccc2n1)c1nc2cccc(Cl)c2s1,Amidation,,,
C112217,1,,,,O=C(O)Cc1csc2nccn12,CC(C)(C(N)=O)N1CCNCC1,CC(C)(C(N)=O)N1CCN(C(=O)Cc2csc3nccn23)CC1,Amidation,,,
C62126,1,,,,CCC(C)(C)CN,CC(N)C(=O)N1Cc2ccccc2C1,CCC(C)(C)CNC(=O)NC(C)C(=O)N1Cc2ccccc2C1,Formation_of_urea_from_two_amines,,,
C108386,1,,,,Nc1ccnc2ccsc12,CCC(=O)CCl,CCC(CCl)Nc1ccnc2ccsc12,Reductive_amination,,,
C59176,1,,,,Ic1nccs1,CC1(C)OB(c2cnsc2)OC1(C)C,c1csc(-c2cnsc2)n1,Sp2-sp2_Suzuki_coupling,,,
C59115,1,,,,O=C(O)Cc1cnn2ccccc12,CNC1CC(OC)C12CCC2,COC1CC(N(C)C(=O)Cc2cnn3ccccc23)C12CCC2,Amidation,,,
C108373,1,,,,Nc1ccnc2ccsc12,C=C(Br)CO,C=C(Br)CNc1ccnc2ccsc12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C109200,1,,,,O=C(O)c1cccc2cc[nH]c12,Nc1cccc(C2CC2)n1,O=C(Nc1cccc(C2CC2)n1)c1cccc2cc[nH]c12,Amidation,,,
C108379,1,,,,Brc1ccnc2ccsc12,CC(C)(C)CN,CC(C)(C)CNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C108381,1,,,,Brc1ccnc2ccsc12,CC(C)(N)CCl,CC(C)(CCl)Nc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C109220,1,,,,O=C(O)c1cccc2cc[nH]c12,NC1CCOC(c2ccccn2)C1,O=C(NC1CCOC(c2ccccn2)C1)c1cccc2cc[nH]c12,Amidation,,,
C108383,1,,,,Brc1ccnc2ccsc12,CC(C)C(C)N,CC(C)C(C)Nc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C111558,1,,,,O=C(O)C(F)(F)c1nccs1,CC(NCC(N)=O)c1ccccc1,CC(c1ccccc1)N(CC(N)=O)C(=O)C(F)(F)c1nccs1,Amidation,,,
C108385,1,,,,CC(C)CN,Brc1ccnc2ccsc12,CC(C)CNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C60959,1,,,,O=Cc1ccc2c(c1)CNC2,c1coc(CNCc2ccco2)c1,c1coc(CN(Cc2ccc3c(c2)CNC3)Cc2ccco2)c1,Reductive_amination,,,
C111861,1,,,,CC1(C)OB(C2CCCNC2)OC1(C)C,Brc1cccc2c1CCS2,c1cc2c(c(C3CCCNC3)c1)CCS2,Sp3-sp2_Suzuki_coupling,,,
C57833,1,,,,CNCc1ccc2cc[nH]c2c1,O=C(O)c1nc(Cl)cs1,CN(Cc1ccc2cc[nH]c2c1)C(=O)c1nc(Cl)cs1,Amidation,,,
C108392,1,,,,Clc1ccnc2ccsc12,C[S+]([O-])CCN,C[S+]([O-])CCNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C108396,1,,,,Nc1ccnc2ccsc12,CC#CC=O,CC#CCNc1ccnc2ccsc12,Reductive_amination,,,
C61503,1,,,,Nc1cccc2c1CNC2,OCC1CCOC1,Nc1cccc2c1CN(CC1CCOC1)C2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C108399,1,,,,Brc1ccnc2ccsc12,CCCCCN,CCCCCNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C13903,1,,,,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,NCCc1c[nH]cn1,O=C(NCCc1c[nH]cn1)c1cc(-c2ccccc2)nc2ccccc12,Amidation,,,
C6014,1,,,,O=C(O)Cc1nc(-c2ccccc2)cs1,NCc1ncccn1,O=C(Cc1nc(-c2ccccc2)cs1)NCc1ncccn1,Amidation,,,
C108403,1,,,,C#CC=O,Nc1ccnc2ccsc12,C#CCNc1ccnc2ccsc12,Reductive_amination,,,
C59573,1,,,,CC1NCc2ccccc21,O=C(O)c1ccc2n[nH]c(=O)n2c1,CC1c2ccccc2CN1C(=O)c1ccc2n[nH]c(=O)n2c1,Amidation,,,
C108408,1,,,,Nc1ccnc2ccsc12,C=CCC(C)=O,C=CCC(C)Nc1ccnc2ccsc12,Reductive_amination,,,
C108410,1,,,,CC(N)C(F)F,Brc1ccnc2ccsc12,CC(Nc1ccnc2ccsc12)C(F)F,Buchwald-Hartwig_amination,,,
C59253,1,,,,O=C(O)c1ccc2c(c1)CNC2,O=C(O)c1csc2cccnc12,O=C(O)c1ccc2c(c1)CN(C(=O)c1csc3cccnc13)C2,Amidation,,,
C17917,1,,,,O=S(=O)(Cl)c1ccc2ncsc2c1,CCN1CCC(NC)CC1,CCN1CCC(N(C)S(=O)(=O)c2ccc3ncsc3c2)CC1,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,
C68259,1,,,,O=C(O)c1cccc2cnsc12,Nc1cc2[nH]cnc2cc1F,O=C(Nc1cc2[nH]cnc2cc1F)c1cccc2cnsc12,Amidation,,,
C17132,1,,,,NCC(O)c1c[nH]cn1,Cc1nc2c(C(=O)O)cccc2[nH]1,Cc1nc2c(C(=O)NCC(O)c3c[nH]cn3)cccc2[nH]1,Amidation,,,
C59837,1,,,,c1csc(N2CCNCC2)n1,O=C(O)COCc1nc2ccccc2s1,O=C(COCc1nc2ccccc2s1)N1CCN(c2nccs2)CC1,Amidation,,,
C111931,1,,,,O=C1CCCC(O)CN1,CC(=O)NCc1ccc(C(=O)O)s1,CC(=O)NCc1ccc(C(=O)OC2CCCC(=O)NC2)s1,Steglich_esterification,,,
C59959,1,,,,CNC(=O)CO,C1CNC2(CCN1)CC2,CNC(=O)CN1CCNCCC12CC2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C8117,1,,,,O=C(O)Cc1ncc[nH]1,CC1NC(=O)CCC1CN,CC1NC(=O)CCC1CNC(=O)Cc1ncc[nH]1,Amidation,,,
C110260,1,,,,O=C(O)c1cc2ccsc2[nH]1,CC(C)(C)c1nc[nH]c1CO,CC(C)(C)c1nc[nH]c1COC(=O)c1cc2ccsc2[nH]1,Steglich_esterification,,,
C59613,1,,,,Cc1ccc2c(c1)CNC2,O=C(O)c1nccn2nccc12,Cc1ccc2c(c1)CN(C(=O)c1nccn3nccc13)C2,Amidation,,,
C13880,1,,,,Brc1ncc[nH]1,COc1nc2ccccc2cc1CCl,COc1nc2ccccc2cc1CS(=O)(=O)c1ncc[nH]1,Formation_of_sulfone_from_halide_-_Shavnya_reaction,,,
C108828,1,,,,O=CC(F)(F)F,NCCc1nc2ccccc2[nH]1,FC(F)(F)CNCCc1nc2ccccc2[nH]1,Reductive_amination,,,
C62670,1,,,,O=C(O)c1cc2ncccc2o1,COc1ccc2ncccc2c1N,COc1ccc2ncccc2c1NC(=O)c1cc2ncccc2o1,Amidation,,,
C108304,1,,,,Clc1cnn2c1CNCC2,Nc1ccc2nscc2c1,O=C(Nc1ccc2nscc2c1)N1CCn2ncc(Cl)c2C1,Formation_of_urea_from_two_amines,,,
C60230,1,,,,O=C(O)CC1CCCCN1,Cn1c(=O)[nH]c2ccc(N)cc21,Cn1c(=O)[nH]c2ccc(NC(=O)CC3CCCCN3)cc21,Amidation,,,
C61042,1,,,,Nc1nc2ccccc2n1-c1ccccc1,O=C(O)c1ccn[nH]1,O=C(Nc1nc2ccccc2n1-c1ccccc1)c1cc[nH]n1,Amidation,,,
C62466,1,,,,C1CNCCN1,Brc1nc2c(s1)CCCCC2,C1CCc2nc(N3CCNCC3)sc2CC1,N-nucleophilic_aromatic_substitution,,,
C59541,1,,,,c1cc(C2CCNC2)n[nH]1,O=C(O)CCc1cncs1,O=C(CCc1cncs1)N1CCC(c2ccn[nH]2)C1,Amidation,,,
C110950,1,,,,NCC(F)(F)F,CC(C)(C(=O)O)c1c[nH]cn1,CC(C)(C(=O)NCC(F)(F)F)c1c[nH]cn1,Amidation,,,
C13853,1,,,,CC(N)c1ncc[nH]1,COc1ccc2c(C(=O)O)ccnc2c1,COc1ccc2c(C(=O)NC(C)c3ncc[nH]3)ccnc2c1,Amidation,,,
C110271,1,,,,NCCc1cccc2cc[nH]c12,CCCn1ccnc1C=O,CCCn1ccnc1CNCCc1cccc2cc[nH]c12,Reductive_amination,,,
C1047,1,,,,Cc1cnn2c1CNCC2,CC(N)c1cccnc1,Cc1cnn2c1CN(C(=O)NC(C)c1cccnc1)CC2,Formation_of_urea_from_two_amines,,,
C107817,1,,,,Brc1ncnc2ccccc12,C#CC(C)(C)N,C#CC(C)(C)Nc1ncnc2ccccc12,N-nucleophilic_aromatic_substitution,,,
C59923,1,,,,Nc1cc(C2CC2)ccn1,CCC(N)c1ncccn1,CCC(NC(=O)Nc1cc(C2CC2)ccn1)c1ncccn1,Formation_of_urea_from_two_amines,,,
C5200,1,,,,O=C(O)c1cnc(C2CCOCC2)s1,CC(N)c1ncc[nH]1,CC(NC(=O)c1cnc(C2CCOCC2)s1)c1ncc[nH]1,Amidation,,,
C15917,1,,,,NCC1CCNCC1,N#Cc1ccc2c(c1)CNC2,N#Cc1ccc2c(c1)CN(C(=O)NCC1CCNCC1)C2,Formation_of_urea_from_two_amines,,,
C112705,1,,,,NCc1ccc2[nH]cnc2c1,NCC1CCC(CC(=O)O)CC1,NCC1CCC(CC(=O)NCc2ccc3[nH]cnc3c2)CC1,Amidation,,,
C59610,1,,,,Clc1ccc2c(c1)CNC2,O=C(O)c1nccn2nccc12,O=C(c1nccn2nccc12)N1Cc2ccc(Cl)cc2C1,Amidation,,,
C68984,1,,,,c1c[nH]c(C2CCCN2)n1,COC(=O)c1nccc2c1CNCC2,O=C(c1nccc2c1CNCC2)N1CCCC1c1ncc[nH]1,Ester_amidation,,,
C58440,1,,,,c1ccc2oc(N3CCNCC3)nc2c1,O=C(O)CCc1cncnc1,O=C(CCc1cncnc1)N1CCN(c2nc3ccccc3o2)CC1,Amidation,,,
C63742,1,,,,Nc1ccc2ncc(Cl)n2c1,O=C(O)c1ccc2cccnn12,O=C(Nc1ccc2ncc(Cl)n2c1)c1ccc2cccnn12,Amidation,,,
C112609,1,,,,O=C(O)c1cccc2cc[nH]c12,Cc1cccn2c(N)cnc12,Cc1cccn2c(NC(=O)c3cccc4cc[nH]c34)cnc12,Amidation,,,
C111786,1,,,,Nc1ccc2cn[nH]c2n1,O=C(O)c1ccnn1C1CCCCC1,O=C(Nc1ccc2cn[nH]c2n1)c1ccnn1C1CCCCC1,Amidation,,,
C108280,1,,,,O=C(O)c1cnn2c1CNCC2,O=C(O)c1ccn2nccc2c1,O=C(O)c1cnn2c1CN(C(=O)c1ccn3nccc3c1)CC2,Amidation,,,
C59260,1,,,,Oc1ccc2c(c1)CNC2,Nc1snc2ccccc12,O=C(Nc1snc2ccccc12)N1Cc2ccc(O)cc2C1,Formation_of_urea_from_two_amines,,,
C70416,1,,,,Cc1nc2cc(O)ccc2n1C,CC(C)CCNC(=O)CCl,Cc1nc2cc(OCC(=O)NCCC(C)C)ccc2n1C,Williamson_ether_synthesis,,,
C60966,1,,,,c1ccc2c(c1)CNC2,O=C(O)c1sccc1-n1cccc1,O=C(c1sccc1-n1cccc1)N1Cc2ccccc2C1,Amidation,,,
C110510,1,,,,O=C(O)c1cccc2ccncc12,C#CC(N)C(C)C,C#CC(NC(=O)c1cccc2ccncc12)C(C)C,Amidation,,,
C109286,1,,,,O=C(O)c1ccc2[nH]c3c(c2c1)CCCCC3,CC(=O)N1CCNCC1,CC(=O)N1CCN(C(=O)c2ccc3[nH]c4c(c3c2)CCCCC4)CC1,Amidation,,,
C9946,1,,,,CC1(C)OB(C2CCNCC2)OC1(C)C,Ic1cccc2[nH]ccc12,c1cc(C2CCNCC2)c2cc[nH]c2c1,Sp3-sp2_Suzuki_coupling,,,
C108375,1,,,,Brc1ccnc2ccsc12,CSCCCN,CSCCCNc1ccnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C63872,1,,,,C1CNCCN1,Ic1ncccn1,c1cnc(N2CCNCC2)nc1,N-nucleophilic_aromatic_substitution,,,
C55897,1,,,,O=C(O)CCc1cccnc1Br,CC(N)c1cc(=O)[nH][nH]1,CC(NC(=O)CCc1cccnc1Br)c1cc(=O)[nH][nH]1,Amidation,,,
C112762,1,,,,O=C(O)c1ccc2c(n1)CCCN2,CC(N)CCc1ccncc1,CC(CCc1ccncc1)NC(=O)c1ccc2c(n1)CCCN2,Amidation,,,
C48749,1,,,,CC(N)Cc1c[nH]cn1,N#Cc1cc2cccnc2nc1Cl,CC(Cc1c[nH]cn1)Nc1nc2ncccc2cc1C#N,N-nucleophilic_aromatic_substitution,,,
C118335,1,,,,Nc1ccn2ccnc2c1,CC(OC(C)(C)C)C(=O)O,CC(OC(C)(C)C)C(=O)Nc1ccn2ccnc2c1,Amidation,,,
C118342,1,,,,Nc1ccn2ccnc2c1,C=CCCOC(C)C(=O)O,C=CCCOC(C)C(=O)Nc1ccn2ccnc2c1,Amidation,,,
C65345,1,,,,CC(C(=O)O)n1cnc2ccccc21,CCC(N)CO,CCC(CO)NC(=O)C(C)n1cnc2ccccc21,Amidation,,,
C118458,1,,,,c1cn[nH]c1,Clc1ncnc2c1CCC2,c1cnn(-c2ncnc3c2CCC3)c1,N-nucleophilic_aromatic_substitution,,,
C118843,1,,,,O=C(O)CCl,NCc1cccn2ccnc12,O=C(CCl)NCc1cccn2ccnc12,Amidation,,,
C108582,1,,,,O=C(O)C(O)c1c[nH]cn1,NCC1(OCCO)CCC1,O=C(NCC1(OCCO)CCC1)C(O)c1c[nH]cn1,Amidation,,,
C118995,1,,,,CC(N)CB1OC(C)(C)C(C)(C)O1,Brc1cccc2cc[nH]c12,CC(N)Cc1cccc2cc[nH]c12,Sp3-sp2_Suzuki_coupling,,,
C11169,1,,,,CC(C)N,Brc1cccc2cc[nH]c12,CC(C)Nc1cccc2cc[nH]c12,Buchwald-Hartwig_amination,,,
C119032,1,,,,CCC=O,Nc1ncnc2scnc12,CCCNc1ncnc2scnc12,Reductive_amination,,,
C119040,1,,,,CCCN,Brc1ncnc2sccc12,CCCNc1ncnc2sccc12,N-nucleophilic_aromatic_substitution,,,
C119043,1,,,,CCC=O,Nc1ncnc2cccnc12,CCCNc1ncnc2cccnc12,Reductive_amination,,,
C119044,1,,,,CCCN,Brc1ncnc2ncccc12,CCCNc1ncnc2ncccc12,N-nucleophilic_aromatic_substitution,,,
C119052,1,,,,CCCN,Brc1ncnc2ccsc12,CCCNc1ncnc2ccsc12,N-nucleophilic_aromatic_substitution,,,
C119797,1,,,,O=C(O)c1ccc2scnc2c1,CNCCNC(C)=O,CC(=O)NCCN(C)C(=O)c1ccc2scnc2c1,Amidation,,,
C119143,1,,,,CC(N)CO,CNc1ncnc2ccccc12,CC(N)CN(C)c1ncnc2ccccc12,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C119,1,,,,Nc1ccc2c(c1)CNC2,O=C(O)c1cc(F)cc2[nH]nnc12,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]nnc12,Amidation,,,
C118804,1,,,,O=C(O)CCN1CCNCC1,CC(C)C(C)(C)CN,CC(C)C(C)(C)CNC(=O)CCN1CCNCC1,Amidation,,,
C58094,1,,,,Brc1cc2cccnc2s1,CC1(C)OB(c2cncs2)OC1(C)C,c1cnc2sc(-c3cncs3)cc2c1,Sp2-sp2_Suzuki_coupling,,,
C68703,1,,,,O=C(O)c1cn2ccnc2s1,CCC(O)c1ccncc1,CCC(OC(=O)c1cn2ccnc2s1)c1ccncc1,Steglich_esterification,,,
C64361,1,,,,O=C(O)Cc1cccc2cccnc12,CC(O)C(C)(C)CN,CC(O)C(C)(C)CNC(=O)Cc1cccc2cccnc12,Amidation,,,
C61750,1,,,,O=C(O)CCC1CCCN1,Nc1n[nH]c2nc(C(F)(F)F)ccc12,O=C(CCC1CCCN1)Nc1n[nH]c2nc(C(F)(F)F)ccc12,Amidation,,,
C109063,1,,,,Nc1cccc2[nH]cnc12,CCCCCC(=O)O,CCCCCC(=O)Nc1cccc2[nH]cnc12,Amidation,,,
C64434,1,,,,O=C(O)Cc1ccncc1,CCCCNC(C)CCCC,CCCCC(C)N(CCCC)C(=O)Cc1ccncc1,Amidation,,,
C67611,1,,,,CNc1nccc2ccccc12,O=C(O)c1nc2ccccc2s1,CN(C(=O)c1nc2ccccc2s1)c1nccc2ccccc12,Amidation,,,
C120734,1,,,,NC1CCCNC1=O,CCC(CC)C(=O)O,CCC(CC)C(=O)NC1CCCNC1=O,Amidation,,,
C113212,1,,,,O=C(O)c1cnc[nH]1,CC(C)NCCO,CC(C)N(CCO)C(=O)c1c[nH]cn1,Amidation,,,
C66691,1,,,,CC(O)C(N)=O,OC1CNCC2(CC2)C1,CC(OC1CNCC2(CC2)C1)C(N)=O,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,
C120359,1,,,,Nc1ccncc1,CC(C)CCCC(=O)O,CC(C)CCCC(=O)Nc1ccncc1,Amidation,,,
C3146,1,,,,OCCc1cscn1,CN1C(=O)Cc2c(C(=O)O)cccc21,CN1C(=O)Cc2c(C(=O)OCCc3cscn3)cccc21,Steglich_esterification,,,
C65943,1,,,,O=C(O)c1ccc2ccnn2c1,CC(C)(C(=O)O)n1cc(N)cn1,CC(C)(C(=O)O)n1cc(NC(=O)c2ccc3ccnn3c2)cn1,Amidation,,,
C60165,1,,,,O=C(O)C12CCN(CC1)C2,CC(=O)c1ccc2c(c1)CNC2,CC(=O)c1ccc2c(c1)CN(C(=O)C13CCN(CC1)C3)C2,Amidation,,,
